,ID,,DATE,,CURRENCY,,XCGHRATE,,
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",1,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",USD,"', ",1.2159,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (1, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'USD', 1.2159);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",2,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",JPY,"', ",126.44,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (2, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'JPY', 126.44);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",3,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",BGN,"', ",1.9558,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (3, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'BGN', 1.9558);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",4,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",CZK,"', ",26.518,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (4, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'CZK', 26.518);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",5,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",DKK,"', ",7.4429,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (5, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'DKK', 7.4429);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",6,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",GBP,"', ",0.90282,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (6, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'GBP', 0.90282);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",7,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",HUF,"', ",358.57,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (7, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'HUF', 358.57);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",8,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",PLN,"', ",4.4769,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (8, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'PLN', 4.4769);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",9,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",RON,"', ",4.8725,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (9, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'RON', 4.8725);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",10,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",SEK,"', ",10.2578,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (10, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'SEK', 10.2578);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",11,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",CHF,"', ",1.0822,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (11, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'CHF', 1.0822);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",12,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",ISK,"', ",152.1,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (12, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'ISK', 152.1);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",13,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",NOK,"', ",10.6598,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (13, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'NOK', 10.6598);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",14,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",HRK,"', ",7.5415,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (14, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'HRK', 7.5415);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",15,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",RUB,"', ",90.0679,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (15, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'RUB', 90.0679);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",16,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",TRY,"', ",9.4636,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (16, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'TRY', 9.4636);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",17,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",AUD,"', ",1.6387,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (17, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'AUD', 1.6387);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",18,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",BRL,"', ",6.2759,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (18, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'BRL', 6.2759);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",19,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",CAD,"', ",1.5633,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (19, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'CAD', 1.5633);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",20,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",CNY,"', ",7.9421,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (20, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'CNY', 7.9421);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",21,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",HKD,"', ",9.424,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (21, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'HKD', 9.424);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",22,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",IDR,"', ",17222.37,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (22, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'IDR', 17222.37);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",23,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",ILS,"', ",3.972,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (23, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'ILS', 3.972);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",24,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",INR,"', ",89.6755,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (24, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'INR', 89.6755);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",25,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",KRW,"', ",1320.6,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (25, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'KRW', 1320.6);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",26,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",MXN,"', ",24.1091,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (26, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'MXN', 24.1091);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",27,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",MYR,"', ",4.9366,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (27, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'MYR', 4.9366);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",28,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",NZD,"', ",1.7254,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (28, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'NZD', 1.7254);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",29,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",PHP,"', ",58.43,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (29, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'PHP', 58.43);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",30,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",SGD,"', ",1.6206,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (30, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'SGD', 1.6206);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",31,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",THB,"', ",36.672,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (31, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'THB', 36.672);"
"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (",32,", TO_DATE('",04/12/2020,"','dd-MON-yyyy'), '",ZAR,"', ",18.4674,);,"INSERT INTO XCHGRT(ID, DT, CURRENCY, XCHGRATE) VALUES   (32, TO_DATE('04-Dec-2020','dd-MON-yyyy'), 'ZAR', 18.4674);"
,,, ,, ,,,,
